Portsea Hole (about 1 km out from Portsea Pier),"snapper, flathead, gummy shark",Cross: Fishing not allowed,-38.319113,144.713642,Mornington Peninsula
Water off Point Nepean adjacent to Mornington Peninsula National Park,Australian salmon,Cross: Fishing not allowed,-38.42408,144.938701,Melbourne
Capel Sound,"flathead, snapper, whiting",Tick: Fishing is allowed,-38.3458333,144.8441667,Mornington Peninsula
1 km off Blairgowrie (Shark Hole),snapper,Tick: Fishing is allowed,-38.3706019,144.7523035,Mornington Peninsula
Mud Islands,"snapper, whiting, flathead",Cross: Fishing not allowed,-38.2725395,144.7668596,Mornington Peninsula
Between South Channel Pile and South Channel Fort,whiting,Tick: Fishing is allowed,-38.3055419,144.7649803,Mornington Peninsula
Symonds channel,snapper,Tick: Fishing is allowed,-38.3042033,144.2395113,Great Ocean Drive
The Rip,"snapper, Australian salmon",Cross: Fishing not allowed,-38.2999991,144.6245785,Geelong
"Outside the entrance, Portsea to Flinders coastline surf fishing from Portsea Surf Beach, Rye Ocean Beach, Gunnamatta and St. Andrews","Australian salmon, mullet, flathead",Tick: Fishing is allowed,-38.3238185,144.6597993,Mornington Peninsula
Dromana Bay ,"flathead, flounder",Tick: Fishing is allowed,-38.2955391,144.9837298,Mornington Peninsula
Dromana Pier,flathead,Tick: Fishing is allowed,-38.332146,144.96435,Mornington Peninsula
"Morrisons Fault Line, 2 km from Linley Point and stretching to Martha Cliffs, Mount Martha",snapper,Tick: Fishing is allowed,-38.265233,145.019015,Mornington Peninsula
18m line Mt Martha to Mt Eliza,"King George whiting, snapper",Tick: Fishing is allowed,-38.265233,145.019015,Mornington Peninsula
Mornington Pier ,"flathead, snapper, whiting, garfish",Tick: Fishing is allowed,-38.221908,145.031931,Mornington Peninsula
Out from piers of Port Melbourne (?Siberia?),snapper,Tick: Fishing is allowed,-37.832044,144.899363,Melbourne
Sandridge Beach ,flathead,Tick: Fishing is allowed,-37.8401129,144.9163672,Melbourne
Station Pier,"flathead, bream, mullet, garfish",Tick: Fishing is allowed,-37.8426495,144.9317334,Melbourne
Princes Pier,"flathead, bream, mullet, garfish",Tick: Fishing is allowed,-37.8410117,144.9247635,Melbourne
Lagoon Pier,"flathead, bream, mullet, garfish",Tick: Fishing is allowed,-37.845911,144.9363365,Melbourne
St Kilda Pier,"flathead, bream, mullet, garfish",Tick: Fishing is allowed,-37.8645935,144.9654867,Melbourne
Kerferd Road Pier - 900m out (?The Magpie?),"snapper, whiting",Tick: Fishing is allowed,-37.845216,144.9300947,Melbourne
Brighton Breakwall and Pier,"whiting, flathead, snapper, mullet, garfish",Tick: Fishing is allowed,-37.9054354,144.9724544,Melbourne
?Outer Spuds? ? 3 km off Brighton Pier,snapper,Tick: Fishing is allowed,-37.9054354,144.9724544,Melbourne
"Anonyma Shoal off Half Moon Bay, Sandringham","snapper, Australian salmon, yellowtail kingfish, whiting",Tick: Fishing is allowed,-37.9668193,145.0073661,Melbourne
Fawkner Beacon ? 5 km off Sandringham Breakwater,snapper,Tick: Fishing is allowed,-37.9089009,144.9259115,Melbourne
Aquarium hole ? 800m off Black Rock,snapper,Tick: Fishing is allowed,-37.9735457,145.0052659,Melbourne
Black Rock pier,"garfish, mullet, leatherjacket",Tick: Fishing is allowed,-37.9735457,145.0052659,Melbourne
Ricketts Point ? Quiet Corner,snapper,Tick: Fishing is allowed,-37.9945393,145.0286722,Melbourne
"Table Rock, Beaumaris Bay","snapper, flathead, whiting",Tick: Fishing is allowed,-38.4696421,144.1036008,Great Ocean Drive
Beaumaris Yacht Squadron Pier,"snapper, flathead, whiting",Tick: Fishing is allowed,-37.990972,145.043728,Melbourne
Mordialloc Pier,"bream, mullet",Tick: Fishing is allowed,-38.0105604,145.0844865,Melbourne
Patterson River entrance ,"salmon, mullet",Tick: Fishing is allowed,-38.050014,145.162209,Melbourne
Seaford Pier offshore,snapper,Tick: Fishing is allowed,-38.1035039,145.1220993,Melbourne
Outer Artificial Reef out from Carrum Drain,snapper,Tick: Fishing is allowed,-38.1034987,145.0892683,Melbourne
?Warmies? at Newport power station,"bream, mullet, tailor, mulloway",Tick: Fishing is allowed,-37.8464158,144.8956541,Melbourne
Under West Gate Bridge,"bream, snapper, mulloway",Tick: Fishing is allowed,-37.82969,144.8962123,Melbourne
Around Williamstown,snapper,Tick: Fishing is allowed,-37.8610082,144.8670487,Melbourne
Gem Pier ? Williamstown,"bream, mullet",Tick: Fishing is allowed,-37.8615817,144.9032956,Melbourne
Gellibrand shoal,snapper,Tick: Fishing is allowed,-37.8783368,144.9130475,Melbourne
Breakwater Pier,snapper,Tick: Fishing is allowed,-37.8623843,144.9608018,Melbourne
P2 Buoy,snapper,Tick: Fishing is allowed,-37.9040484,144.1931537,Geelong
Werribee River to Wedge Point ,"whiting, snapper",Tick: Fishing is allowed,-37.900627,144.658931,Melbourne
6km offshore,snapper,Tick: Fishing is allowed,-37.9436404,144.975173,Melbourne
10 kms off Kirk Point,"snapper, whiting",Tick: Fishing is allowed,-38.287945,144.602454,Geelong
Head of Corio Bay and around shipping channel,"Snapper, whiting, Australian salmon",Tick: Fishing is allowed,-38.143476,144.362828,Geelong
Bellarine Bank,snapper,Tick: Fishing is allowed,-38.208759,144.513658,Melbourne
Point Henry,"snapper, whiting, flathead",Tick: Fishing is allowed,-38.1468463,144.4280071,Geelong
Limeburners Bay ,"snapper, mullet, flathead, bream, flounder",Tick: Fishing is allowed,-38.0698292,144.4082278,Geelong
Point Lillias,snapper,Tick: Fishing is allowed,-38.061593,145.323289,Melbourne
Explosives Pier,"Australian salmon, snapper",Tick: Fishing is allowed,-37.879434,144.804048,Melbourne
Arthur the Great buoy,"whiting, snapper",Tick: Fishing is allowed,-38.1138661,144.4599148,Geelong
Rocks near Point Lillias,"whiting, trevally, bream, snapper",Tick: Fishing is allowed,-38.061593,145.323289,Melbourne
Portarlington Pier,"snapper, garfish, whiting, flathead",Tick: Fishing is allowed,-38.112633,144.651754,Geelong
St Leonards Pier,"snapper, squid, whiting",Tick: Fishing is allowed,-38.173414,144.719011,Geelong
Prince George Light off Grassy Point,"snapper, whiting",Tick: Fishing is allowed,-38.148038,144.685028,Geelong
Portarlington to Queenscliff,whiting,Tick: Fishing is allowed,-38.112626,144.650956,Geelong
Edwards Point and Duck Island east of Swan Bay,"whiting, flathead, trevally",Tick: Fishing is allowed,-38.2256213,144.6816747,Geelong
Swan Bay (part),"flathead, whiting, trevally",Tick: Fishing is allowed,-38.234601,144.591927,Geelong
Queenscliff Pier,mullet,Tick: Fishing is allowed,-38.2682034,144.666232,Geelong
Coles Channel light on the Swan Island Point,gummy shark,Tick: Fishing is allowed,-38.2510464,144.6648217,Geelong
"Bell Reef at Shortland Bluff, Queenscliff","trevally, Australian salmon",Tick: Fishing is allowed,-38.2677746,144.6286897,Geelong
Lonsdale Bay (part),"whiting, trevally, snapper, yellowtail kingfish",Tick: Fishing is allowed,-38.281388,144.6198563,Geelong
Point Lonsdale ,various,Cross: Fishing not allowed,-38.266752,144.567537,Geelong
Ocean Grove - surf,"Snapper, mulloway, gummy shark",Tick: Fishing is allowed,-38.2599435,144.5035484,Geelong
Bridge linking Ocean Grove to Barwon Heads,"bream, luderick, salmon, trevally, mulloway",Tick: Fishing is allowed,-38.28245,144.495309,Geelong
Ozone Jetty,"bream, luderick, salmon, trevally, mulloway",Tick: Fishing is allowed,-38.344748,144.723225,Mornington Peninsula
The Narrows,mulloway,Tick: Fishing is allowed,-38.272777,144.6284674,Geelong
West of Mud Islands,"tailor, flathead",Tick: Fishing is allowed,-38.2728103,144.7595299,Mornington Peninsula
Fisherman's Landing jetty,"garfish, mullet, tailor",Tick: Fishing is allowed,-37.8305965,144.8982239,Melbourne
Ninety Mile Beach adjacent to Lake Tyers,"Australian salmon, bream, mullet, tailor",Tick: Fishing is allowed,-37.8583268,148.0468276,Gippsland Lakes Coastal park
Jetties in Cunninghame Arm,"bream, mullet",Tick: Fishing is allowed,-37.876741,147.986913,Gippsland Lakes Coastal park
Eastern Ocean Beach south of Cunninghame Arm causeway,"mullet, Australian salmon, gummy shark",Tick: Fishing is allowed,-37.876741,147.986913,Gippsland Lakes Coastal park
Channel below Bullock Island bridge,"mullet, tailor, bream",Tick: Fishing is allowed,-37.8837994,147.9691415,Gippsland Lakes Coastal park
Bullock Island,"Australian salmon, tailor, bream, luderick",Tick: Fishing is allowed,-37.8837994,147.9691415,Gippsland Lakes Coastal park
Between Bullock and Rigby Islands,"snapper, mulloway",Tick: Fishing is allowed,-37.8863845,147.9423917,Gippsland Lakes Coastal park
Jemmys Point,luderick,Tick: Fishing is allowed,-37.8801709,147.9605386,Gippsland Lakes Coastal park
Jetty at Kalimna,"luderick, barracouta, flathead, mullet, bream, silver trevally, snapper, Australian salmon, tailor",Tick: Fishing is allowed,-37.8777046,147.9556727,Gippsland Lakes Coastal park
Around eastern end of Rigby Island,bream,Tick: Fishing is allowed,-38.104023,147.510095,Gippsland Lakes Coastal park
South Channel,"whiting, flounder",Tick: Fishing is allowed,-38.306675,144.801792,Mornington Peninsula
Reeve Channel off Flannagan Island,"whiting, flathead, bream, luderick",Tick: Fishing is allowed,-37.999052,147.590112,Gippsland Lakes Coastal park
Tambo Bluff,"snapper, flathead, bream, tailor",Tick: Fishing is allowed,-37.8556395,147.8189412,Gippsland Lakes Coastal park
Paynesville,"flathead, bream",Tick: Fishing is allowed,-37.917402,147.699011,Gippsland Lakes Coastal park
Aurora Channel opposite Raymond Island,"flathead, bream",Tick: Fishing is allowed,-37.9087796,147.7544636,Gippsland Lakes Coastal park
Surf fishing beaches,"flathead, mulloway, tailor",Tick: Fishing is allowed,-38.215389,147.376227,Lake Wellington
Duck Arm ,"flathead, bream",Tick: Fishing is allowed,-38.2256213,144.6816747,Geelong
Shoreline to Steel Bay ,"flathead, bream",Tick: Fishing is allowed,-37.994328,147.594885,Lake Wellington
Centre of Lake Victoria,"Australian salmon, tailor",Tick: Fishing is allowed,-38.2729696,144.5824163,Geelong
Loch Sport and jetty,"mullet, bream, tailor, flounder",Tick: Fishing is allowed,-38.075402,147.546755,Lake Wellington
Hollands Landing,bream,Tick: Fishing is allowed,-38.048752,147.416504,Lake Wellington
McLennan Strait leading to Lake Wellington,"bream, flathead, mullet, estuary perch, luderick, mulloway, whiting",Tick: Fishing is allowed,-38.1365543,147.3064961,Lake Wellington
"Entrance to the Avon River, Lake Wellington","bream, flathead, whiting",Tick: Fishing is allowed,-38.1365543,147.3064961,Lake Wellington
Channel north of Sunday Island,"snapper, King George whiting, flathead, gummy shark, Australian salmon, bream, pike, trevally, school shark, gurnard, flounder, snook",Tick: Fishing is allowed,-38.712195,146.5964309,Wilsons Promontory National Park
Channels near Port Albert entrance,"snapper, King George whiting, flathead, gummy shark, Australian salmon, bream, pike, trevally, school shark, gurnard, flounder, snook",Tick: Fishing is allowed,-38.6825313,146.5889791,Wilsons Promontory National Park
Robertsons Beach,"whiting, flathead, Australian salmon, pike, snook",Tick: Fishing is allowed,-38.6544922,146.7282198,Wilsons Promontory National Park
Manns Beach,"whiting, flathead, Australian salmon, pike, snook",Tick: Fishing is allowed,-38.6450517,146.7755155,Wilsons Promontory National Park
Channels near McLoughlins Beach,"whiting, flathead, prawns",Tick: Fishing is allowed,-38.6052949,146.88613,Wilsons Promontory National Park
Seal Island group,"snapper, yellowtail kingfish, snook, southern bluefin striped tuna",Tick: Fishing is allowed,-38.9248133,146.6572692,Wilsons Promontory National Park
South coast of Snake Island off Bentley Point,"snook, yellowtail kingfish, snapper, Australian salmon",Tick: Fishing is allowed,-38.7575341,146.4844258,Wilsons Promontory National Park
Bennison Channel (part in proposed park),"flathead, whiting, mullet, silver trevally, gummy shark, snapper, pike, Australian salmon, flounder",Cross: Fishing not allowed,-38.8427164,146.3672954,Wilsons Promontory National Park
Port Welshpool jetties,"whiting, flathead, mullet, flounder, garfish, trevally, pike",Tick: Fishing is allowed,-38.6979225,146.4513422,Wilsons Promontory National Park
